AverageFloorArea,Quarter,Property Type,EnergyUseAveragePerDwelling,LightingCostAveragePerDwelling,HeatingCostAveragePerDwelling,HotWaterCostAveragePerDwelling
74.0,2,3,127.0,66.0,270.8333333333333,89.33333333333333
74.0,2,4,112.02941176470588,58.794117647058826,276.38235294117646,84.76470588235294
74.0,3,1,120.01923076923077,56.94230769230769,280.25,89.23076923076923
74.0,3,2,120.14285714285714,53.166666666666664,272.5952380952381,106.33333333333333
74.0,3,3,144.66666666666666,62.333333333333336,338.6666666666667,97.33333333333333
74.0,3,4,113.84615384615384,60.07692307692308,276.15384615384613,84.61538461538461
74.0,4,1,124.9,55.375,278.1,96.725
74.0,4,2,107.30232558139535,57.116279069767444,266.1162790697674,96.88372093023256
74.0,4,3,124.375,76.625,268.375,90.125
74.0,4,4,114.0,58.96296296296296,280.0,97.0
75.0,1,1,129.14285714285714,55.476190476190474,287.5952380952381,100.80952380952381
75.0,1,2,122.33333333333333,56.07142857142857,284.76190476190476,110.45238095238095
75.0,1,3,113.91666666666667,71.41666666666667,285.9166666666667,89.16666666666667
75.0,1,4,117.0,60.0,284.70588235294116,96.76470588235294
75.0,2,1,118.1923076923077,52.0,278.15384615384613,101.42307692307692
75.0,2,2,116.6086956521739,56.04347826086956,268.7391304347826,98.91304347826087
75.0,2,3,117.0,59.0,253.2,84.4
75.0,2,4,125.5,62.92857142857143,322.42857142857144,91.64285714285714
75.0,3,1,128.4,55.7,299.53333333333336,98.0
75.0,3,2,107.76,54.08,236.56,106.4
75.0,3,3,131.0,54.0,255.5,82.0
75.0,3,4,97.28571428571429,59.07142857142857,246.28571428571428,89.21428571428571
75.0,4,1,127.46875,55.59375,294.53125,102.9375
75.0,4,2,108.45833333333333,58.458333333333336,244.5,102.625
75.0,4,3,121.75,74.25,267.8333333333333,92.58333333333333
75.0,4,4,109.0,57.0,259.44,87.4
76.0,1,1,110.69767441860465,52.883720930232556,284.6744186046512,96.30232558139535
76.0,1,2,120.5,55.5,259.2692307692308,105.53846153846153
76.0,1,3,124.75,67.5,278.75,95.75
76.0,1,4,119.94285714285714,61.25714285714286,295.8857142857143,94.0
76.0,2,1,130.85294117647058,53.88235294117647,306.88235294117646,98.76470588235294
76.0,2,2,109.86363636363636,58.13636363636363,240.9090909090909,103.0
76.0,2,3,126.44444444444444,62.22222222222222,255.88888888888889,91.44444444444444
76.0,2,4,103.81481481481481,63.370370370370374,256.037037037037,83.14814814814815
76.0,3,1,120.73913043478261,56.130434782608695,281.89130434782606,94.02173913043478
76.0,3,2,99.42857142857143,55.464285714285715,257.57142857142856,89.57142857142857
76.0,3,3,110.5,63.5,258.25,87.0
76.0,3,4,116.9090909090909,57.5,307.8181818181818,91.31818181818181
76.0,4,1,124.25641025641026,55.256410256410255,298.20512820512823,91.66666666666667
76.0,4,2,103.89473684210526,57.526315789473685,244.94736842105263,111.3157894736842
76.0,4,3,120.66666666666667,71.91666666666667,272.5833333333333,86.83333333333333
76.0,4,4,106.63333333333334,60.666666666666664,255.8,94.83333333333333
77.0,1,1,98.91304347826087,54.73913043478261,280.5652173913044,94.21739130434783
77.0,1,2,108.58333333333333,56.416666666666664,266.2083333333333,101.625
77.0,1,3,109.75,68.5,274.625,93.25
77.0,1,4,131.86666666666667,62.06666666666667,349.0,109.46666666666667
77.0,2,1,114.8048780487805,55.19512195121951,289.780487804878,95.97560975609755
77.0,2,2,126.3157894736842,56.0,278.0,114.78947368421052
77.0,2,3,125.45454545454545,64.0909090909091,275.45454545454544,98.54545454545455
77.0,2,4,94.0,61.125,290.875,107.875
77.0,3,1,117.8076923076923,55.84615384615385,299.96153846153845,94.26923076923077
77.0,3,2,108.63636363636364,58.22727272727273,256.59090909090907,111.31818181818181
77.0,3,3,104.875,62.875,262.0,80.125
77.0,3,4,107.0,62.083333333333336,268.4166666666667,88.75
77.0,4,1,124.88095238095238,55.07142857142857,285.54761904761904,97.14285714285714
77.0,4,2,119.71428571428571,57.142857142857146,280.95238095238096,113.57142857142857
77.0,4,3,128.3846153846154,62.53846153846154,262.7692307692308,95.3076923076923
77.0,4,4,117.52631578947368,57.421052631578945,283.2631578947368,96.42105263157895
78.0,1,1,120.21951219512195,56.51219512195122,284.4634146341463,99.97560975609755
78.0,1,2,115.0,57.0,277.3,93.4
78.0,1,3,106.16666666666667,67.16666666666667,257.5,88.66666666666667
78.0,1,4,110.6,59.46666666666667,281.0,100.86666666666666
78.0,2,1,125.84210526315789,55.71052631578947,302.1578947368421,106.57894736842105
78.0,2,2,111.5,57.09090909090909,266.59090909090907,118.18181818181819
78.0,2,3,106.44444444444444,61.666666666666664,238.33333333333334,83.66666666666667
78.0,2,4,118.23529411764706,58.94117647058823,277.1764705882353,102.47058823529412
78.0,3,1,130.44,57.56,308.62,101.26
78.0,3,2,113.21052631578948,58.68421052631579,249.57894736842104,97.26315789473684
78.0,3,3,84.4,60.2,292.8,93.2
78.0,3,4,102.61538461538461,62.0,286.0769230769231,104.84615384615384
78.0,4,1,125.86666666666666,54.8,299.1,104.96666666666667
78.0,4,2,129.67857142857142,56.92857142857143,289.4642857142857,113.75
78.0,4,3,119.0,67.0,284.5,89.0
78.0,4,4,115.0,60.77272727272727,289.04545454545456,106.72727272727273
79.0,1,1,117.625,56.291666666666664,301.7916666666667,98.375
79.0,1,2,110.72727272727273,56.0,282.6363636363636,103.81818181818181
79.0,1,3,126.94736842105263,66.26315789473684,280.2105263157895,94.36842105263158
79.0,1,4,111.84615384615384,61.30769230769231,302.61538461538464,100.92307692307692
79.0,2,1,121.39285714285714,55.285714285714285,295.60714285714283,94.82142857142857
79.0,2,2,121.76923076923077,57.88461538461539,275.84615384615387,111.6923076923077
79.0,2,3,113.45454545454545,64.0909090909091,263.27272727272725,85.54545454545455
79.0,2,4,128.07692307692307,59.84615384615385,320.61538461538464,90.84615384615384
79.0,3,1,120.71428571428571,55.371428571428574,307.74285714285713,103.28571428571429
79.0,3,2,110.38461538461539,59.92307692307692,294.9230769230769,100.3076923076923
79.0,3,3,109.0,61.333333333333336,271.6666666666667,83.66666666666667
79.0,3,4,101.52631578947368,63.526315789473685,249.68421052631578,92.63157894736842
79.0,4,1,103.86666666666666,55.8,289.1666666666667,96.66666666666667
79.0,4,2,110.94117647058823,60.0,272.7647058823529,99.23529411764706
79.0,4,3,128.55555555555554,68.55555555555556,259.3888888888889,94.44444444444444
79.0,4,4,107.33333333333333,59.44444444444444,255.11111111111111,102.33333333333333
80.0,1,1,128.3846153846154,58.87179487179487,310.71794871794873,107.94871794871794
80.0,1,2,124.11111111111111,61.0,291.1111111111111,111.33333333333333
80.0,1,3,123.66666666666667,73.44444444444444,268.8888888888889,99.27777777777777
80.0,1,4,129.94736842105263,62.526315789473685,321.2631578947368,108.0
80.0,2,1,124.78571428571429,58.23809523809524,306.6666666666667,109.76190476190476
80.0,2,2,99.75,57.083333333333336,259.5833333333333,102.08333333333333
80.0,2,3,113.25,61.875,250.125,85.625
80.0,2,4,121.75,66.91666666666667,308.25,88.66666666666667
80.0,3,1,124.41666666666667,59.916666666666664,310.05555555555554,99.30555555555556
80.0,3,2,107.8695652173913,59.608695652173914,281.0869565217391,106.82608695652173
80.0,3,3,106.33333333333333,61.666666666666664,269.5,86.0
80.0,3,4,117.0625,60.375,298.75,100.75
80.0,4,1,114.35135135135135,55.32432432432432,283.27027027027026,97.86486486486487
80.0,4,2,139.4,60.95,303.15,105.05
80.0,4,3,115.33333333333333,70.05555555555556,275.3333333333333,92.05555555555556
80.0,4,4,160.46153846153845,64.92307692307692,345.15384615384613,99.76923076923077
81.0,1,1,138.08823529411765,59.23529411764706,318.55882352941177,105.79411764705883
81.0,1,2,128.4,59.8,311.6,101.6
81.0,1,3,106.05555555555556,67.55555555555556,266.44444444444446,88.55555555555556
81.0,1,4,96.58333333333333,59.083333333333336,240.83333333333334,91.41666666666667
81.0,2,1,117.27777777777777,58.22222222222222,301.47222222222223,96.16666666666667
81.0,2,2,108.0,58.125,288.5,95.625
81.0,2,3,107.65,60.0,262.2,88.15
81.0,2,4,103.47368421052632,61.1578947368421,302.5263157894737,97.94736842105263
81.0,3,1,110.20833333333333,58.708333333333336,293.2916666666667,99.16666666666667
81.0,3,2,115.23076923076923,58.0,265.0,122.38461538461539
81.0,3,3,99.92857142857143,60.285714285714285,253.57142857142858,78.92857142857143
81.0,3,4,141.63636363636363,64.81818181818181,354.3636363636364,101.45454545454545
81.0,4,1,120.44736842105263,58.26315789473684,304.7105263157895,101.47368421052632
81.0,4,2,111.53846153846153,60.0,263.9230769230769,98.92307692307692
81.0,4,3,116.73333333333333,69.46666666666667,278.46666666666664,88.8
81.0,4,4,153.28571428571428,58.714285714285715,384.7142857142857,121.71428571428571
82.0,1,1,125.55882352941177,58.794117647058826,305.0,106.94117647058823
82.0,1,2,120.23076923076923,59.07692307692308,297.2307692307692,95.61538461538461
82.0,1,3,100.25925925925925,59.925925925925924,266.22222222222223,88.92592592592592
82.0,1,4,99.92857142857143,63.642857142857146,305.85714285714283,100.07142857142857
82.0,2,1,116.77777777777777,59.111111111111114,298.51851851851853,98.4074074074074
82.0,2,2,124.27272727272727,69.81818181818181,264.72727272727275,98.81818181818181
82.0,2,3,115.05555555555556,61.111111111111114,266.3333333333333,85.66666666666667
82.0,2,4,120.125,66.9375,299.75,88.8125
82.0,3,1,110.91666666666667,58.083333333333336,289.625,98.125
82.0,3,2,141.75,61.4375,351.5,104.0625
82.0,3,3,106.72222222222223,61.5,271.6666666666667,85.66666666666667
82.0,3,4,106.29411764705883,66.70588235294117,290.6470588235294,106.3529411764706
82.0,4,1,118.6470588235294,57.3921568627451,305.11764705882354,104.0
82.0,4,2,124.0,66.5,293.75,105.875
82.0,4,3,102.74074074074075,64.07407407407408,259.25925925925924,84.25925925925925
82.0,4,4,123.14285714285714,64.07142857142857,284.07142857142856,101.78571428571429
83.0,1,1,127.24242424242425,61.18181818181818,306.030303030303,99.87878787878788
83.0,1,2,123.72727272727273,66.72727272727273,306.0,116.0909090909091
83.0,1,3,107.88461538461539,66.07692307692308,274.4230769230769,89.57692307692308
83.0,1,4,114.3125,63.25,313.9375,119.9375
83.0,2,1,120.57142857142857,56.107142857142854,324.5,106.78571428571429
83.0,2,2,104.57142857142857,56.142857142857146,245.85714285714286,107.71428571428571
83.0,2,3,107.33333333333333,64.66666666666667,254.58333333333334,88.75
83.0,2,4,117.4375,64.1875,328.125,90.0625
83.0,3,1,122.48387096774194,57.03225806451613,331.96774193548384,102.58064516129032
83.0,3,2,102.54545454545455,63.45454545454545,263.45454545454544,114.81818181818181
83.0,3,3,99.5,61.9375,247.4375,84.625
83.0,3,4,121.42857142857143,62.57142857142857,320.57142857142856,102.35714285714286
83.0,4,1,127.33333333333333,56.44444444444444,316.69444444444446,103.36111111111111
83.0,4,2,118.875,60.1875,292.1875,130.8125
83.0,4,3,97.66666666666667,62.0,258.2,81.2
83.0,4,4,103.55,66.35,261.05,88.4
84.0,1,1,128.82926829268294,58.48780487804878,332.2682926829268,104.2439024390244
84.0,1,2,125.11111111111111,66.33333333333333,336.55555555555554,104.66666666666667
84.0,1,3,105.47368421052632,67.6842105263158,261.42105263157896,87.78947368421052
84.0,1,4,107.19047619047619,61.23809523809524,302.76190476190476,100.57142857142857
84.0,2,1,121.47222222222223,61.19444444444444,319.22222222222223,98.86111111111111
84.0,2,2,111.61538461538461,64.38461538461539,274.9230769230769,98.76923076923077
84.0,2,3,98.05555555555556,60.833333333333336,269.3333333333333,87.66666666666667
84.0,2,4,103.41666666666667,58.583333333333336,275.8333333333333,89.33333333333333
84.0,3,1,138.41666666666666,62.361111111111114,350.44444444444446,116.33333333333333
84.0,3,2,103.75,65.16666666666667,256.9166666666667,104.91666666666667
84.0,3,3,106.85714285714286,62.61904761904762,267.6666666666667,89.76190476190476
84.0,3,4,92.72222222222223,67.5,250.22222222222223,85.77777777777777
84.0,4,1,123.5,61.833333333333336,313.44444444444446,102.0
84.0,4,2,108.5,59.9,261.3,97.6
84.0,4,3,109.16129032258064,68.70967741935483,261.258064516129,90.70967741935483
84.0,4,4,100.125,64.75,271.3125,90.625
85.0,1,1,117.83333333333333,61.0,300.0,107.08333333333333
85.0,1,2,97.16666666666667,61.833333333333336,239.66666666666666,100.83333333333333
85.0,1,3,105.73529411764706,64.47058823529412,274.7647058823529,88.0
85.0,1,4,112.07142857142857,62.92857142857143,312.14285714285717,102.85714285714286
85.0,2,1,117.56521739130434,57.52173913043478,326.39130434782606,97.6086956521739
85.0,2,2,105.5,59.375,297.875,110.375
85.0,2,3,103.58333333333333,60.458333333333336,258.3333333333333,88.79166666666667
85.0,2,4,113.57894736842105,67.0,305.4736842105263,100.52631578947368
85.0,3,1,120.56410256410257,60.46153846153846,311.38461538461536,104.74358974358974
85.0,3,2,113.66666666666667,68.77777777777777,237.33333333333334,100.55555555555556
85.0,3,3,103.8695652173913,63.0,281.4347826086956,88.0
85.0,3,4,107.75,63.9,296.7,94.6
85.0,4,1,109.2,58.1,315.45,111.15
85.0,4,2,106.75,58.75,256.5,99.875
85.0,4,3,106.57142857142857,63.92857142857143,274.39285714285717,87.5
85.0,4,4,109.05263157894737,68.63157894736842,286.0,98.63157894736842
86.0,1,1,132.02631578947367,61.31578947368421,344.92105263157896,110.05263157894737
86.0,1,2,108.6,66.7,267.2,116.3
86.0,1,3,110.33333333333333,65.30555555555556,288.1111111111111,92.11111111111111
86.0,1,4,121.76470588235294,62.76470588235294,312.47058823529414,106.41176470588235
86.0,2,1,127.15789473684211,57.973684210526315,318.7631578947368,104.73684210526316
86.0,2,2,125.0909090909091,64.0909090909091,295.1818181818182,91.54545454545455
86.0,2,3,109.26666666666667,65.66666666666667,269.8333333333333,92.73333333333333
86.0,2,4,97.55555555555556,63.55555555555556,271.3333333333333,101.77777777777777
86.0,3,1,118.17948717948718,58.8974358974359,317.87179487179486,96.2051282051282
86.0,3,2,101.0,56.916666666666664,283.0,97.33333333333333
86.0,3,3,103.15151515151516,64.15151515151516,273.06060606060606,93.45454545454545
86.0,3,4,101.35714285714286,65.71428571428571,286.14285714285717,98.64285714285714
86.0,4,1,112.93333333333334,62.766666666666666,315.1333333333333,101.5
86.0,4,2,122.55555555555556,64.66666666666667,304.3333333333333,89.11111111111111
86.0,4,3,99.97142857142858,66.02857142857142,278.37142857142857,84.74285714285715
86.0,4,4,110.38888888888889,63.388888888888886,302.5,104.22222222222223
87.0,1,1,123.48484848484848,60.24242424242424,324.6969696969697,109.54545454545455
87.0,1,2,105.2,68.5,252.6,98.9
87.0,1,3,106.21621621621621,66.72972972972973,272.8378378378378,99.27027027027027
87.0,1,4,114.36363636363636,66.27272727272727,331.0,105.45454545454545
87.0,2,1,112.60975609756098,61.09756097560975,319.2926829268293,107.3170731707317
87.0,2,2,134.57142857142858,64.57142857142857,342.2857142857143,118.57142857142857
87.0,2,3,103.28571428571429,63.0,266.5,90.64285714285714
87.0,2,4,101.08333333333333,69.91666666666667,299.25,88.5
87.0,3,1,117.75,62.535714285714285,319.75,108.32142857142857
87.0,3,2,138.88888888888889,66.22222222222223,337.6666666666667,135.55555555555554
87.0,3,3,100.61538461538461,64.1923076923077,278.7307692307692,91.3076923076923
87.0,3,4,87.625,72.25,259.25,114.75
87.0,4,1,122.03333333333333,61.8,310.96666666666664,106.2
87.0,4,2,101.0,61.333333333333336,266.3333333333333,110.66666666666667
87.0,4,3,104.625,64.0625,278.71875,90.1875
87.0,4,4,97.66666666666667,64.66666666666667,303.8,96.86666666666666
88.0,1,1,118.02941176470588,62.76470588235294,328.6764705882353,107.32352941176471
88.0,1,2,93.6,63.4,278.8,89.2
88.0,1,3,98.40384615384616,66.0,263.9230769230769,88.5
88.0,1,4,112.63636363636364,70.0,295.0,103.0909090909091
88.0,2,1,121.31428571428572,59.97142857142857,314.7142857142857,112.45714285714286
88.0,2,2,87.0,61.666666666666664,233.0,116.33333333333333
88.0,2,3,98.86842105263158,63.0,273.05263157894734,86.92105263157895
88.0,2,4,98.2,67.1,291.7,116.3
88.0,3,1,121.62068965517241,61.793103448275865,337.51724137931035,105.34482758620689
88.0,3,2,133.0,63.6,317.6,92.6
88.0,3,3,98.16666666666667,64.75,268.4583333333333,87.41666666666667
88.0,3,4,100.8,62.666666666666664,298.1333333333333,96.8
88.0,4,1,119.73684210526316,59.76315789473684,324.7894736842105,111.1842105263158
88.0,4,2,120.71428571428571,68.85714285714286,299.0,99.71428571428571
88.0,4,3,108.11904761904762,66.0952380952381,277.7142857142857,88.78571428571429
88.0,4,4,107.23076923076923,67.76923076923077,302.46153846153845,97.53846153846153
89.0,1,1,116.31818181818181,61.43181818181818,317.45454545454544,114.68181818181819
89.0,1,2,107.83333333333333,64.33333333333333,325.1666666666667,106.16666666666667
89.0,1,3,98.61363636363636,66.04545454545455,268.40909090909093,90.06818181818181
89.0,1,4,99.78571428571429,68.21428571428571,302.7857142857143,92.57142857142857
89.0,2,1,125.8,61.32,322.44,105.8
89.0,2,2,104.33333333333333,61.833333333333336,281.1666666666667,100.0
89.0,2,3,102.17857142857143,63.94642857142857,270.89285714285717,89.92857142857143
89.0,2,4,127.33333333333333,73.11111111111111,353.77777777777777,103.0
89.0,3,1,123.45714285714286,64.48571428571428,343.1142857142857,110.6
89.0,3,2,93.0,60.0,288.0,110.5
89.0,3,3,98.55813953488372,64.37209302325581,269.2325581395349,88.13953488372093
89.0,3,4,109.14285714285714,67.28571428571429,291.85714285714283,112.42857142857143
89.0,4,1,117.9047619047619,64.02380952380952,320.5952380952381,104.19047619047619
89.0,4,2,139.14285714285714,71.42857142857143,295.14285714285717,139.0
89.0,4,3,100.05,64.43333333333334,272.4166666666667,91.71666666666667
89.0,4,4,100.85714285714286,57.142857142857146,303.14285714285717,109.14285714285714
90.0,1,1,117.3409090909091,64.22727272727273,327.3636363636364,103.43181818181819
90.0,1,2,113.5,65.5,322.5,93.33333333333333
90.0,1,3,100.50877192982456,70.10526315789474,280.9122807017544,91.43859649122807
90.0,1,4,91.27272727272727,64.0,271.09090909090907,92.36363636363636
90.0,2,1,122.78571428571429,61.80952380952381,336.7857142857143,111.76190476190476
90.0,2,2,119.36363636363636,69.72727272727273,300.3636363636364,101.54545454545455
90.0,2,3,103.92,66.34,281.62,87.36
90.0,2,4,103.0625,71.0,287.8125,116.625
90.0,3,1,118.03125,64.46875,349.03125,115.5
90.0,3,2,137.8,68.0,344.7,127.6
90.0,3,3,92.375,63.475,266.375,87.6
90.0,3,4,91.9090909090909,72.0909090909091,245.54545454545453,109.18181818181819
90.0,4,1,122.86842105263158,63.94736842105263,325.63157894736844,116.6842105263158
90.0,4,2,114.125,56.5,321.5,105.0
90.0,4,3,99.48076923076923,66.4423076923077,271.71153846153845,88.65384615384616
90.0,4,4,104.72727272727273,67.27272727272727,311.3636363636364,91.72727272727273
91.0,1,1,118.75,66.42857142857143,344.2857142857143,108.5
91.0,1,2,112.16666666666667,67.83333333333333,316.3333333333333,120.0
91.0,1,3,101.07272727272728,66.16363636363636,276.1818181818182,90.30909090909091
91.0,1,4,100.1,67.5,284.4,105.8
91.0,2,1,119.1875,64.40625,333.9375,117.0
91.0,2,2,113.5,69.75,249.0,121.25
91.0,2,3,103.60714285714286,67.03571428571429,275.0892857142857,90.73214285714286
91.0,2,4,119.0,68.0909090909091,345.54545454545456,108.36363636363636
91.0,3,1,120.33333333333333,64.86666666666666,351.7,116.2
91.0,3,2,147.5,68.0,300.25,132.0
91.0,3,3,101.20754716981132,64.81132075471699,275.64150943396226,89.24528301886792
91.0,3,4,89.83333333333333,59.5,291.5,99.16666666666667
91.0,4,1,116.33333333333333,63.02564102564103,314.71794871794873,112.53846153846153
91.0,4,2,114.11111111111111,73.22222222222223,295.55555555555554,134.88888888888889
91.0,4,3,100.88636363636364,68.22727272727273,275.8181818181818,90.13636363636364
91.0,4,4,98.0909090909091,65.18181818181819,325.54545454545456,88.54545454545455
92.0,1,1,115.52631578947368,64.26315789473684,326.39473684210526,105.57894736842105
92.0,1,2,113.0,55.0,266.0,151.0
92.0,1,3,102.6470588235294,67.54901960784314,285.6666666666667,97.80392156862744
92.0,1,4,111.9090909090909,63.45454545454545,315.27272727272725,113.0909090909091
92.0,2,1,121.78378378378379,63.0,319.2432432432432,106.54054054054055
92.0,2,2,121.42857142857143,73.42857142857143,317.0,108.42857142857143
92.0,2,3,99.52941176470588,65.43137254901961,271.4901960784314,88.45098039215686
92.0,2,4,106.26666666666667,67.4,312.8,107.06666666666666
92.0,3,1,128.84615384615384,68.12820512820512,377.4871794871795,109.46153846153847
92.0,3,2,128.125,61.125,412.625,99.75
92.0,3,3,93.92,66.54,267.04,86.2
92.0,3,4,115.63636363636364,70.45454545454545,320.1818181818182,95.63636363636364
92.0,4,1,115.4186046511628,63.395348837209305,328.5813953488372,107.11627906976744
92.0,4,2,107.625,61.875,301.625,122.75
92.0,4,3,101.84615384615384,65.3076923076923,280.5576923076923,93.17307692307692
92.0,4,4,99.54545454545455,69.18181818181819,298.3636363636364,105.45454545454545
93.0,1,1,115.08,65.36,340.64,111.52
93.0,1,2,104.0,74.0,341.0,75.0
93.0,1,3,97.9625,67.7875,279.5375,92.225
93.0,1,4,59.0,59.0,250.0,94.0
93.0,2,1,120.61290322580645,61.29032258064516,352.3225806451613,108.38709677419355
93.0,2,2,199.0,74.0,358.0,143.5
93.0,2,3,100.23529411764706,69.19607843137256,274.88235294117646,89.70588235294117
93.0,2,4,92.92307692307692,65.0,283.6923076923077,98.07692307692308
93.0,3,1,121.62962962962963,65.18518518518519,351.037037037037,120.37037037037037
93.0,3,2,155.5,58.5,422.5,128.5
93.0,3,3,98.88461538461539,68.11538461538461,285.34615384615387,90.75
93.0,3,4,100.36363636363636,71.27272727272727,302.6363636363636,102.0
93.0,4,1,113.10714285714286,64.17857142857143,329.57142857142856,115.14285714285714
93.0,4,2,112.66666666666667,67.33333333333333,282.0,109.66666666666667
93.0,4,3,101.91525423728814,68.66101694915254,280.4237288135593,89.52542372881356
93.0,4,4,103.0,73.57142857142857,301.0,97.28571428571429
94.0,1,1,113.67441860465117,65.65116279069767,310.6046511627907,113.93023255813954
94.0,1,2,84.25,62.5,273.5,108.25
94.0,1,3,96.28169014084507,67.35211267605634,281.15492957746477,92.63380281690141
94.0,1,4,125.25,64.0,389.5,113.5
94.0,2,1,118.97674418604652,64.72093023255815,336.2093023255814,108.11627906976744
94.0,2,2,80.5,70.5,255.0,92.0
94.0,2,3,99.87692307692308,65.24615384615385,290.12307692307695,90.84615384615384
94.0,2,4,89.88888888888889,67.33333333333333,270.1111111111111,91.22222222222223
94.0,3,1,122.55882352941177,65.23529411764706,356.05882352941177,101.8529411764706
94.0,3,2,137.75,64.75,338.75,105.25
94.0,3,3,96.33928571428571,67.55357142857143,276.23214285714283,89.5
94.0,3,4,85.0,67.21428571428571,267.35714285714283,88.64285714285714
94.0,4,1,113.5625,64.83333333333333,345.0416666666667,109.6875
94.0,4,2,119.83333333333333,66.0,321.1666666666667,126.33333333333333
94.0,4,3,98.44594594594595,66.89189189189189,279.02702702702703,90.86486486486487
94.0,4,4,99.75,66.0,297.8125,95.0625
95.0,1,1,114.25714285714285,66.82857142857142,329.9142857142857,112.45714285714286
95.0,1,2,181.5,72.5,387.75,138.25
95.0,1,3,96.70270270270271,71.3108108108108,284.2432432432432,91.52702702702703
95.0,1,4,96.0,70.33333333333333,312.5,85.33333333333333
95.0,2,1,115.73333333333333,65.66666666666667,330.9,101.36666666666666
95.0,2,2,119.0,65.0,354.0,102.0
95.0,2,3,97.44285714285714,68.21428571428571,273.0285714285714,91.04285714285714
95.0,2,4,105.0,71.25,321.5,96.41666666666667
95.0,3,1,117.09677419354838,67.06451612903226,356.6774193548387,110.03225806451613
95.0,3,2,99.2,64.2,284.8,118.6
95.0,3,3,101.07246376811594,69.81159420289855,284.84057971014494,89.95652173913044
95.0,3,4,96.66666666666667,65.66666666666667,291.5,105.16666666666667
95.0,4,1,117.53571428571429,66.03571428571429,350.60714285714283,118.10714285714286
95.0,4,2,119.4,73.2,304.2,120.4
95.0,4,3,97.28169014084507,68.07042253521126,279.4788732394366,88.1830985915493
95.0,4,4,120.5,70.625,324.625,108.75
96.0,1,1,114.34042553191489,67.91489361702128,349.1489361702128,114.70212765957447
96.0,1,2,94.75,70.0,285.75,93.875
96.0,1,3,98.56164383561644,70.98630136986301,286.75342465753425,91.26027397260275
96.0,1,4,104.84615384615384,68.53846153846153,330.9230769230769,107.3076923076923
96.0,2,1,120.27586206896552,64.27586206896552,355.8965517241379,115.96551724137932
96.0,2,2,170.75,79.0,326.5,115.25
96.0,2,3,99.64179104477611,67.28358208955224,290.3880597014925,94.23880597014926
96.0,2,4,109.66666666666667,67.66666666666667,291.55555555555554,94.55555555555556
96.0,3,1,120.58974358974359,67.74358974358974,350.28205128205127,111.1025641025641
96.0,3,2,112.66666666666667,76.66666666666667,263.0,101.0
96.0,3,3,97.828125,67.09375,287.421875,92.1875
96.0,3,4,128.6,68.0,375.1,112.7
96.0,4,1,118.83783783783784,66.48648648648648,352.35135135135135,109.51351351351352
96.0,4,2,105.57142857142857,70.71428571428571,294.42857142857144,98.71428571428571
96.0,4,3,98.76712328767124,67.35616438356165,282.6164383561644,92.65753424657534
96.0,4,4,79.92307692307692,70.23076923076923,260.84615384615387,93.92307692307692
97.0,1,1,116.33333333333333,67.5,344.3095238095238,112.80952380952381
97.0,1,2,100.25,72.0,263.25,106.5
97.0,1,3,101.7710843373494,70.55421686746988,292.31325301204816,93.39759036144578
97.0,1,4,94.1,69.6,291.3,95.2
97.0,2,1,117.29166666666667,66.20833333333333,339.375,111.04166666666667
97.0,2,2,110.33333333333333,69.83333333333333,311.1666666666667,107.83333333333333
97.0,2,3,103.28985507246377,68.78260869565217,287.768115942029,92.6376811594203
97.0,2,4,101.5,64.9,310.2,94.6
97.0,3,1,113.48,66.36,330.12,115.84
97.0,3,2,119.0,73.5,354.5,106.5
97.0,3,3,96.31645569620254,67.58227848101266,286.873417721519,92.79746835443038
97.0,3,4,132.66666666666666,68.0,394.6666666666667,105.11111111111111
97.0,4,1,121.89285714285714,65.17857142857143,350.89285714285717,111.71428571428571
97.0,4,2,143.33333333333334,74.66666666666667,351.6666666666667,103.0
97.0,4,3,95.42391304347827,68.55434782608695,285.0326086956522,88.18478260869566
97.0,4,4,97.71428571428571,65.71428571428571,315.0,105.07142857142857
98.0,1,1,119.90322580645162,69.25806451612904,365.1290322580645,115.51612903225806
98.0,1,2,110.0,62.0,339.0,93.0
98.0,1,3,98.85185185185185,70.1604938271605,288.81481481481484,97.8641975308642
98.0,1,4,100.5,69.81818181818181,314.27272727272725,107.86363636363636
98.0,2,1,107.91176470588235,63.76470588235294,338.05882352941177,119.3529411764706
98.0,2,2,89.66666666666667,66.66666666666667,269.3333333333333,99.66666666666667
98.0,2,3,97.09677419354838,69.65591397849462,287.80645161290323,90.81720430107526
98.0,2,4,94.86666666666666,68.0,288.6,99.8
98.0,3,1,107.93333333333334,66.36666666666666,332.93333333333334,119.86666666666666
98.0,3,2,112.33333333333333,72.0,304.3333333333333,141.66666666666666
98.0,3,3,98.72151898734177,70.92405063291139,285.8987341772152,95.45569620253164
98.0,3,4,90.66666666666667,70.66666666666667,273.5,88.75
98.0,4,1,111.62790697674419,65.16279069767442,333.7674418604651,122.79069767441861
98.0,4,2,96.57142857142857,64.57142857142857,331.0,112.0
98.0,4,3,97.75471698113208,69.00943396226415,289.2641509433962,92.32075471698113
98.0,4,4,92.0,65.22222222222223,284.44444444444446,100.44444444444444
99.0,1,1,126.67857142857143,67.35714285714286,357.92857142857144,112.85714285714286
99.0,1,2,173.0,55.0,548.0,92.0
99.0,1,3,97.875,71.1590909090909,293.8068181818182,96.95454545454545
